Branch,CGPA,AllottedStationName,Stipend,AllotedSemester1,AllotedSemester2
A1,7.067,"Philip Capital,Mumbai.",N/A,1,0
A8,5.913,MELSS,10000,1,0
AA,5.909,Varaha ClimateAg Private Limited,N/A,1,0
A4,5.909,"Divgi Torq Transfer Systems Ltd. Shirwal,Pune",N/A,1,
B1A4,5.9,Pepper Content,N/A,1,1
N/A,6.2,Champion InfoMetrics Pvt Ltd,N/A,1,1
A4,5.895,SS Clothing,N/A,1,
A3,5.89,WILP-Center for Immersive Learning,25000,,1
A4,5.888,Colorjet India Limited,N/A,1,
A8,5.881,Timble Technologies,N/A,1,
A8,5.879,PIEDS BITS Pilani,0,1,0
A1,8.706,"Shell India Markets Pvt. Ltd.,Bengaluru",N/A,1,0
A3,5.861,CSIR- BISAG -Bhaskaracharya National Institute for Space Applications and Geo-informatics,N/A,1,0
A4,5.861,CRRI - FINANCE,N/A,1,
B5A4,5.86,PIEDS BITS Pilani,0,1,1
A8,5.85,"WILP - Communication Lab, Hyderabad",25000,0,1
A7,5.85,"UST HR and technology, Thiruvananthapuram",N/A,,1
B4A4,5.85,Lokal App,35000,1,1
A2,5.842,Vedant Infra Solution,N/A,1,
B5AA,5.84,"Weekday (Dayworks pvt ltd), Bengaluru",20000,1,1
A8,5.84,BigBasket,50000,0,1
A1,5.914,SS Clothing,N/A,1,
A4,5.838,"KFin Technologies Private Limited,Hyderabad",N/A,1,
B5A2,5.836,Indniveza Distributors Private Limited,N/A,1,0
A4,5.833,"Phodu Club Private Limited, Goa",N/A,1,
A3,5.83,CRRI - FINANCE,N/A,1,0
B2A1,5.82,Snitch Apparels Private Limited,N/A,1,1
A7,5.817,"HERE Technologies India Pvt. Ltd,Mumbai",50000,1,0
A1,7.51,Stemz Healthcare,N/A,0,1
B4,5.813,PIEDS BITS Pilani,0,1,0
A1,6.586,Swift,N/A,1,0
B2A4,5.81,"CIRT- CENTRAL INSTITUTE OF ROAD TRANSPORT, PUNE",N/A,1,1
A2,5.809,Assiduus Global,N/A,1,
A3,5.804,"Prashanu Hospital, Palghar, Maharashtra",N/A,1,0
N/A,6.19,Nurix Labs Private Limited - Non Tech,N/A,1,1
A2,5.782,AECOM - Gurugram,N/A,1,
A8,5.778,"Wald.ai, Silicon Valley, USA",N/A,1,
A3,5.77,Mitigata (Alphawave Technologies Private limited),25000,,1
N/A,6.085,"1Clicktech Global Services Pvt. Ltd.,Gurugram",N/A,0,1
A4,5.768,"Zomato-Sales, PAN INDIA",N/A,1,0
A2,5.768,The Akshaya Patra Foundation,N/A,1,
N/A,6.084,Champion InfoMetrics Pvt Ltd,N/A,1,1
A4,5.743,"TATA MOTORS, , Pimpri Pune",N/A,1,
A7,5.733,"Hyphen SCS Pvt. Ltd., Noida",N/A,1,0
A1,5.981,Swift,N/A,1,
A8,5.72,Vittiki Tech LLP - FINZIE,N/A,1,0
B2A8,5.72,"Signode India Limited,Hyderabad",N/A,,1
A7,5.713,Inwise,N/A,1,0
A3,5.698,Kuhoo Technology Services Pvt Ltd.,N/A,1,
A3,5.698,"Intellohire, Gurugram",N/A,1,0
A4,5.694,"Zomato-Sales, PAN INDIA",N/A,1,
B3A4,5.69,Snitch Apparels Private Limited,N/A,1,1
A7,5.682,Inwise,N/A,1,0
B4A3,5.67,"Distinkt.tech, Barcelona, Spain",N/A,1,1
A2,5.664,"Intellohire, Gurugram",N/A,1,
AA,5.663,"WILP - IOT,Hyderabad",25000,1,0
B4A1,5.66,"WILP - AI for Education Innovation Lab, hyderabad. ( (Spanda.ai)",25000,1,1
A8,5.66,"Craft My Plate(Caterlyse Technologies Pvt Ltd), Hyderabad",N/A,1,
A8,5.657,"WILP - ACS & Cyber Security and Pentration Testing , Hyderabad",25000,1,0
B2A2,5.656,"ERP BITS, Hyderabad",N/A,1,0
B1AB,5.65,Delphi TVS Technologies Ltd.,N/A,1,1
A3,5.649,"Industry Cover, Bengaluru",N/A,1,0
A2,5.644,Nangia Andersen LLP,N/A,1,
A4,5.638,"Indian Institute of Petroleum ( IIP ),Dehradun",20000,1,
A1,5.838,Tempsens Instruments India Private Limited,N/A,1,
A7,5.624,NewronData Global Services Private Limited,N/A,1,0
A7,5.62,"UST HR and technology, Thiruvananthapuram",N/A,,1
B1A8,5.62,MELSS,10000,1,1
A3,5.62,INTELLIGENT SYSTEMS,N/A,1,
A1,8.82,Titan Company Limited,N/A,0,1
A8,5.6,SkyServe- Hyspace Technologies Pvt Ltd,N/A,0,1
A4,5.6,"Jaydu India Private Limited, Hyderabad",N/A,1,
B5,5.592,CRRI-DATA ANALYTICS,N/A,1,0
A3,5.588,"WILP - ACS & Cyber Security and Pentration Testing , Hyderabad",25000,1,
A3,5.586,CSIR-NAL,N/A,1,0
B3,5.585,Bread Financial,N/A,1,0
B5A8,5.58,"Prashanu Hospital, Palghar, Maharashtra",N/A,1,1
N/A,6.06,Centre for Effective Governance of India States (CEGIS)- Hyderabad,N/A,1,1
A8,5.567,"HEX Advisory Group, Gurgaon",N/A,1,0
N/A,6.02,Indus IntelliRisk & IntelliSense Services Pvt Ltd (IIRIS),N/A,,1
B3A1,5.55,Goldman Sachs - Bengaluru,191666,0,1
AA,5.545,"Kofuku Idea Labs Private Limited, Hyderabad",N/A,1,0
B1AB,5.54,Mitigata (Alphawave Technologies Private limited),25000,0,1
A1,7.694,Udaan,N/A,1,0
AA,5.534,SmalBlu,N/A,1,0
A2,5.523,(Zomentum) Pactora India Private limited,N/A,1,
A3,5.52,CSIR- BISAG -Bhaskaracharya National Institute for Space Applications and Geo-informatics,N/A,1,0
A4,5.515,CRRI-DATA ANALYTICS,N/A,1,
N/A,5.92,"Birla Polyfibers,Harihar",N/A,0,1
A7,5.505,NewronData Global Services Private Limited,N/A,1,0
A4,5.505,"Infinity Learn, Bengaluru",N/A,1,
B5,5.495,"DBOI- CRDU, Pune",50000,1,0
A2,5.495,CSIR - Central Road Research Institute (CRRI),N/A,1,
A4,5.49,Mitigata (Alphawave Technologies Private limited),25000,,1
A8,5.49,"iRasus Technologies Pvt Ltd,Gurugram",N/A,0,1
A1,7.279,Viacom - Creators Business,N/A,1,0
B2A2,5.487,Growhut Technologies PVT. LTD.,N/A,1,
D2,5.484,"WILP - Research, Hyderabad",25000,1,0
A1,6.451,Vittiki Tech LLP - FINZIE,N/A,1,0
AA,5.476,Plume Design India Private Limited,N/A,1,0
AB,5.475,"Turnover Global Pvt Ltd,Sunnyvale, California",N/A,1,
A4,5.457,"KMV Projects Limited, Chandrapur, Maharashtra - Mechanical",N/A,1,
A1,6.238,WYLD,N/A,1,0
A2,5.452,AU Small Finance Bank Ltd,N/A,1,
B3A3,5.45,"Grasim Industries Ltd - Pulp & Fibre Business - Advanced Analytics, Harihar",N/A,1,1
A8,5.443,"Zomato-Sales, PAN INDIA",N/A,1,0
A2,5.433,Assiduus Global,N/A,1,
B4AA,5.43,"Weekday (Dayworks pvt ltd), Bengaluru",20000,1,1
A4,5.43,"CIRT- CENTRAL INSTITUTE OF ROAD TRANSPORT, PUNE",N/A,0,1
B1AB,5.426,"Quickcom solutions private limited, Delhi",N/A,1,
A5,5.423,"Supra Sciences Private Llmited, Hyderabad",N/A,1,
A4,5.422,"WILP - Additive manufacturing,Hyderabad",25000,1,
A3,5.412,CRRI-DATA ANALYTICS,N/A,1,0
AA,5.41,Snitch Apparels Private Limited,N/A,,1
B2AB,5.41,CSIR-National Metallurgical Laboratory (NML) Madras Centre,N/A,1,1
A7,5.408,Inwise,N/A,1,0
B5A2,5.391,"KMV Projects Limited, Belagavi, Karnataka",N/A,1,0
A2,5.388,"Zomato-Sales, PAN INDIA",N/A,1,
N/A,5.9,"CIRT- CENTRAL INSTITUTE OF ROAD TRANSPORT, PUNE",N/A,1,1
A2,5.365,"Zomato-Sales, PAN INDIA",N/A,1,
AA,5.357,"Intellihealth Solutions Private Limited, Mumbai",N/A,1,0
D2,5.343,"FarmersMandi, Bengaluru",N/A,1,0
B4A2,5.333,"Zomato-Sales, PAN INDIA",N/A,1,
B4,5.321,"WILP - Communication Lab, Hyderabad",25000,1,0
A7,5.317,Leadership For Skilled Education Foundation,N/A,1,0
B5A4,5.31,"WILP - AI for Education Innovation Lab, hyderabad. ( (Spanda.ai)",25000,1,1
A3,5.297,"WILP - Communication Lab, Hyderabad",25000,1,
B4A4,5.29,"Digiwokmedia, Visakhapatnam",N/A,1,1
A4,5.288,"TATA MOTORS, , Pimpri Pune",N/A,1,
B4A2,5.28,"Signode India Limited,Hyderabad",N/A,0,1
AB,5.275,"Zomato-Sales, PAN INDIA",N/A,1,
A4,5.27,"International Aerospace Manufacturing Pvt. Ltd, Bengaluru",20000,0,1
A2,5.262,CSIR - Central Road Research Institute (CRRI),N/A,1,
A8,5.25,"Hind High Vacuum (HHV), Hyderabad",N/A,1,
A7,5.234,Leadership For Skilled Education Foundation,N/A,1,0
A8,5.23,"Signode India Limited,Hyderabad",N/A,0,1
B4,5.206,SmalBlu,N/A,1,
N/A,5.77,"Grasim Industries Ltd - Pulp & Fibre Business - Advanced Analytics, Baroda/Vilayat",N/A,,1
A4,5.157,"Zomato-Sales, PAN INDIA",N/A,1,
A3TS,5.149,Mitigata (Alphawave Technologies Private limited),25000,0,1
AA,5.134,"Zomato-Sales, PAN INDIA",N/A,1,0
A4,5.121,"Startup TN Innovation Mission, Chennai",N/A,1,
AA,5.119,Colorjet India Limited,N/A,1,
A5,5.104,"Supra Sciences Private Llmited, Hyderabad",N/A,1,
D2,5.1,"Signode India Limited,Hyderabad",N/A,,1
A1,6.33,Zolve Innovations Pvt. Ltd.,N/A,1,0
A4,5.065,"Zomato-Sales, PAN INDIA",N/A,1,
B5A2,5.06,"WILP - Communication Lab, Hyderabad",25000,0,1
A3,5.04,UnifyApp,N/A,1,
A8,5.04,"Grasim Industries Ltd - Pulp & Fibre Business - Smart Asset Maintenance , Harihar",N/A,,1
AA,5.038,"Quadrant Technologies, Hyderabad",15000,1,0
B2A1,5.01,Pioneer Electrocables Pvt Ltd,10000,1,1
N/A,5.75,Grasim Industries Ltd. (Chemical Division) Mechanical,N/A,0,1
B1,5,"WILP- Intelligent systems / AI/ML / Cyber Intelligence, Hyderabad",25000,1,0
N/A,5.51,"CIRT- CENTRAL INSTITUTE OF ROAD TRANSPORT, PUNE",N/A,,1
AA,4.96,Snitch Apparels Private Limited,N/A,0,1
B3A3,4.95,"ServCrust Private Limited, Hyderabad",10000,0,1
A7,4.944,"ERP BITS, Hyderabad",N/A,1,0
B3,4.931,PIEDS BITS Pilani,0,1,0
N/A,5.37,"Signode India Limited,Hyderabad",N/A,0,1
A2,4.908,CSIR- BISAG -Bhaskaracharya National Institute for Space Applications and Geo-informatics,N/A,1,
A8,4.897,"WILP - IOT,Hyderabad",25000,1,
A2,4.875,"Zomato-Sales, PAN INDIA",N/A,1,
B2,4.82,The Affordable Organic Store,N/A,0,1
A8,4.81,"ENEA, Hyderabad",N/A,,1
N/A,5.01,CSIR-National Metallurgical Laboratory (NML) Madras Centre,N/A,0,1
B5,4.8,Lokal App,35000,,1
A2,4.79,Snitch Apparels Private Limited,N/A,0,1
AA,4.79,"Prashanu Hospital, Palghar, Maharashtra",N/A,,1
A3,4.79,Grasim Industries Ltd. (Chemical Division) Electrical,N/A,,1
A1,6.157,"Zomato-Sales, PAN INDIA",N/A,1,0
A4,4.74,"Zomato-Sales, PAN INDIA",N/A,1,
A2,4.73,Sri Venkatachalapathy Constructions Private Limited,N/A,0,1
N/A,4.91,The Affordable Organic Store,N/A,0,1
A2,4.71,Sri Venkatachalapathy Constructions Private Limited,N/A,0,1
N/A,4.8,The Affordable Organic Store,N/A,0,1
A8,4.649,"WILP - ACS & Cyber Security and Pentration Testing , Hyderabad",25000,1,
A3,4.636,SmalBlu,N/A,1,
B4A4,4.63,Pioneer Electrocables Pvt Ltd,10000,1,1
D2,4.6,"West Palm Consultants Pvt. Ltd, Jaipur",N/A,1,
A1,5.48,"Zomato-Sales, PAN INDIA",N/A,1,
B1,4.41,Suprasciences Pvt Ltd,N/A,,1
D2,4.406,"WILP - Research, Hyderabad",25000,1,
A8,4.369,"Cosmofeed, Gurugram,",N/A,1,
B2,4.33,BigBasket,50000,0,1
A2,4.306,"Zomato-Sales, PAN INDIA",N/A,1,
A7,4.26,"SG Analytics, Pune",N/A,0,1
A4,4.228,"Trulogik, Inc.",N/A,1,0
A4,4.212,Hari Construction and Associates Pvt Ltd,N/A,1,
N/A,4.17,"1Clicktech Global Services Pvt. Ltd.,Gurugram",N/A,,1
B2A1,3.9,"Birla Cellulose, Kharach",N/A,1,1
B1,3.747,"iBRIC-inStem, Bangalore",N/A,1,0
