Branch,CGPA,AllottedStationName,Stipend,AllotedSemester1,AllotedSemester2
B1AA,7.79,Texas Instruments - Analog,60000,0,1
B3AA,7.79,Stampmyvisa- NON IT,N/A,1,1
B3A7,7.79,Procter & Gamble (P&G),170000,,1
B4AA,7.79,Myntra Designs Pvt. Ltd,60000,1,1
B3A3,7.79,JPMC - GR&C CCB Risk Strategic Analytics,75000,1,1
A7,7.79,"Aptiv ,Bengaluru",50000,,1
A7,7.79,AMAZON SDE,143000,,1
A4,7.788,Viacom -Retention Marketing,N/A,1,0
A7,7.785,"Flipkart (Software Development),Bengaluru",100000,1,0
A8,7.784,"AMD,Bengaluru",35000,1,0
A1,7.78,"Flipkart Internet Pvt Ltd - Business Development,Bengaluru",50000,0,1
B1A7,7.78,Telus International - Solution Engineering,70000,1,1
A3,7.78,Piramal Pharma Limited,75000,1,0
B1A7,7.78,NetApp India Pvt ltd,60000,1,1
B5A7,7.78,JPMC - GR&C WCR Counterparty Credit Risk,150000,1,1
B4AA,7.78,"Intel,Bengaluru",40000,1,1
A1,7.552,Portkey AI - Management,45000,1,0
B5A7,7.78,AMAZON SDE,143000,,1
A4,7.771,CSIR-NAL,N/A,1,0
B3A7,7.77,"Flipkart (Software Development),Bengaluru",100000,1,1
B4A2,7.77,"Bread Financial , Bengaluru",N/A,1,1
A7,7.77,"Avaamo, Bengaluru",N/A,,1
A4,7.766,Siemens - Data Science,40000,1,0
B1A1,7.76,"UBS - Reporting and Analytics, Pune",60000,1,1
A7,7.76,Truva (Porch Technologies Private Limited) - IT,N/A,,1
AA,7.76,"Jivox Corporation,Bengaluru",75000,0,1
A3,7.76,Google India Hardware Engineering,125000,0,1
B1AA,7.76,"Dezerv Investments Pvt. Ltd , Bangalore",N/A,1,1
A7,7.75,Walmart,100000,,1
B5A7,7.75,Walmart,100000,,1
A3,7.75,Nurix Labs Private Limited - Tech,N/A,0,1
B4A7,7.75,Nomura- Global Markets-Analyst role,N/A,1,1
A7,7.75,McCain Foods (India) Pvt. Ltd.,50000,,1
A3,7.75,"Flipkart Internet Pvt Ltd - Business Development,Bengaluru",50000,0,1
A7,7.75,"Dezerv Investments Pvt. Ltd , Bangalore",N/A,,1
B1A3,7.75,"Dezerv Investments Pvt. Ltd , Bangalore",N/A,1,1
B4A7,7.75,"Arista Networks India Private Limited,Bengaluru",75000,,1
A7,7.748,NetApp India Pvt. Ltd. - Cloud Volume Engineering,50000,1,0
B1AA,7.74,Walmart,100000,1,1
B3A7,7.74,"UBS- QRM, Mumbai",60000,1,1
AA,7.74,"Micron Technology, Hyderabad/ Bangalore",50000,0,1
A8,7.74,JPMC CIB R&A – Banking,75000,0,1
A7,7.74,Goldman Sachs - Bengaluru,191666,,1
N/A,7.49,Eltropy ( Work on the U.S. time zone ),50000,1,1
B5A7,7.74,"Dezerv Investments Pvt. Ltd , Bangalore",N/A,1,1
B4A8,7.74,Blackrock AFE,N/A,1,1
AA,7.74,AMAZON SDE,143000,0,1
A4,7.739,House of Vaaree Pvt Ltd - Non Tech,N/A,1,0
A4,7.731,UBS - Investment Banking,60000,1,0
A8,7.73,"UBS- Product Control (Finance), Hyderabad",60000,0,1
B3A1,7.73,"UBS - Reporting and Analytics, Pune",60000,1,1
B3AA,7.73,Nomura- Risk Management - Credit Risk Management,N/A,1,1
B3A8,7.73,Nomura- Global Markets-Analyst role,N/A,1,1
A4,7.73,JPMC CIB R&A – Banking,75000,0,1
B1A4,7.73,"Indus Insights and Analytical Services Pvt Ltd,Gurugram",N/A,1,1
B4A8,7.73,Blackrock AFE,N/A,1,1
A4,7.729,Viacom -Retention Marketing,N/A,1,0
B3,7.724,"UBS- Product Control (Finance), Hyderabad",60000,1,0
A7,7.72,Walmart,100000,,1
A7,7.72,Telus International - Solution Engineering,70000,,1
A8,7.72,JPMC CIB R&A – Banking,75000,0,1
A7,7.72,"Jivox Corporation,Bengaluru",75000,,1
A4,7.718,"Pixis - Tech, Bengaluru",40000,1,0
A8,7.711,"Dezerv Investments Pvt. Ltd,Mumbai",N/A,1,0
B3A7,7.71,Zomato,0,,1
A3,7.71,Wayfair Global Technology Pvt. Ltd- Search and Recommendations,100000,,1
A7,7.71,Walmart,100000,,1
B4A8,7.71,Telus International - Prompt Engineers - Logic and Reasoning,75000,1,1
B2A3,7.71,SiFive India Pvt Ltd,N/A,1,1
A3,7.71,Nykaa - Engineering,N/A,0,1
A3,7.71,"NXP India Pvt Ltd, Noida",N/A,0,1
A3,7.71,Myntra Designs Pvt. Ltd,60000,0,1
B5A4,7.71,Meesho - APM,35000,0,1
N/A,7.3,DBOI MVRM Ex Vals,50000,,1
A8,7.709,NI (National Instruments),N/A,1,0
A3,7.706,Happay - Python,75000,1,0
A7,7.702,"Flipkart (Software Development),Bengaluru",100000,1,0
B5A3,7.7,"UBS- QRM, Mumbai",60000,1,1
A4,7.7,"UBS- Product Control (Finance), Hyderabad",60000,0,1
B3A7,7.7,Nomura- IT Internship - GMIT - IWM,N/A,1,1
B3A7,7.7,Myntra Designs Pvt. Ltd,60000,1,1
A7,7.7,McCain Foods (India) Pvt. Ltd.,50000,,1
B3A7,7.7,"JPMC CIB Research & Analytics, Global Research",150000,1,1
B3A7,7.7,Goldman Sachs - Bengaluru,191666,,1
B5A4,7.7,FlexiLoans Technologies Pvt Ltd,N/A,1,1
AA,7.7,COMMVAULT,N/A,0,1
A4,7.7,ARM Embedded Technologies Pvt Ltd,N/A,,1
AA,7.7,ARM Embedded Technologies Pvt Ltd,N/A,0,1
A1,6.833,"Porter - Product Management ,Bengaluru",40000,1,0
A7,7.692,"Flipkart (Software Development),Bengaluru",100000,1,0
B4A3,7.69,Walmart,100000,1,1
B2A3,7.69,"UBS - Reporting and Analytics, Pune",60000,1,1
B5A7,7.69,NetApp India Pvt ltd,60000,1,1
A7,7.69,Myntra Designs Pvt. Ltd,60000,,1
B3A8,7.69,"MSCI - Real Estate Index Management Research,Mumbai",60000,1,1
B4A7,7.69,"Flipkart (Software Development),Bengaluru",100000,1,1
N/A,7.16,Purplle,50000,1,1
B5AA,7.69,Bisquare Systems Private Limited,N/A,1,1
A8,7.688,JPMC CIB R&A – Banking,75000,1,0
A7,7.684,"Flipkart (Software Development),Bengaluru",100000,1,0
B3AA,7.68,JPMC GR&C Market Risk,150000,1,1
A7,7.68,Goldman Sachs - Bengaluru,191666,,1
A7,7.68,"Electronic Arts, India",49476,,1
A7,7.68,Carrier Technologies India Limited,N/A,,1
B3AA,7.68,"Blackrock QAE, Gurgaon",N/A,1,1
A4,7.679,"Genpact - C&H SCM, Bengaluru",30000,1,0
A1,7.018,"Ernst & Young L.L.P.,Bangalore",38000,1,0
A3,7.673,"AMD,Bengaluru",35000,1,0
A7,7.67,MSCI Services Pvt. Ltd. - NPD,60000,,1
B2A4,7.67,Meesho - APM,35000,1,1
B2A7,7.67,"JPMC CIB Research & Analytics, Markets - Trading and Structuring",175000,1,1
B5A7,7.67,"Flipkart (Software Development),Bengaluru",100000,1,1
A7,7.67,"Electronic Arts, India",49476,,1
A4,7.67,Apple-Automation Engineering-MD team,90000,0,1
A4,7.667,"Viacom - Performance Marketing,Mumbai",N/A,1,0
B3A7,7.667,"Arista Networks India Private Limited,Bengaluru",75000,0,1
AA,7.664,JPMC CIB R&A – Banking,75000,1,0
A3,7.66,Wayfair Global Technology Pvt. Ltd-SCRT,100000,0,1
A3,7.66,Walmart,100000,0,1
A4,7.66,Udaan,N/A,1,0
B4A7,7.66,"UBER - Software Engineer, Hyderabad/Bengaluru",177000,1,1
A8,7.66,"AMD,Bengaluru",35000,1,0
AA,7.655,JPMC CIB R&A – Banking,75000,1,0
A8,7.653,Nielsen - DD Continuing,50000,1,
B5A2,7.653,Nielsen - DD Continuing,50000,1,
B3AA,7.65,"UBS- QRM, Mumbai",60000,1,1
B2A8,7.65,"UBS- Liquidity and control (Finance), Pune",60000,1,1
A3,7.65,MathWorks India Private Limited,55000,,1
A4,7.65,Carbon Impact Capial Pvt Ltd,N/A,1,0
B2A3,7.65,"Cadence Design Systems,Bengaluru",N/A,1,1
A4,7.648,Viacom - Data Platform and Analytics,N/A,1,0
B4A3,7.64,"UBS- QRM, Mumbai",60000,1,1
B2A4,7.64,Telus International - Product Management for AI,70000,0,1
B3A7,7.64,Nomura- IT Internship - GMIT,N/A,1,1
A7,7.64,Nielsen Global Media,50000,,1
AA,7.64,Myntra Designs Pvt. Ltd,60000,,1
B4A3,7.64,Happay - Python,75000,1,1
B3A8,7.64,"Carbon Reduction Capital, LLC , Mumbai",N/A,1,1
A7,7.64,ARM Embedded Technologies Pvt Ltd,N/A,,1
AB,7.639,Viacom -AdOps - Data Analysis,N/A,1,0
A2,7.636,"Delightful Gourmet Private Limited, Licious",N/A,1,0
A4,7.632,"DBOI - OPS, Bengaluru",50000,1,0
A8,7.63,Wayfair Global Technology Pvt. Ltd-SCRT,100000,0,1
A7,7.63,Walmart,100000,,1
B3A7,7.63,"JPMC CIB Research & Analytics, Global Research",150000,1,1
A8,7.63,Google India Hardware Engineering,125000,,1
B3A7,7.63,"Electronic Arts, India",49476,,1
A7,7.63,Capital One,100000,,1
A7,7.63,AMAZON SDE,143000,,1
AA,7.627,"Cadence Design Systems,Bengaluru",N/A,1,0
B3A7,7.62,"UBS- QRM, Mumbai",60000,1,1
A3,7.62,"Indus Insights and Analytical Services Pvt Ltd,Gurugram",N/A,0,1
AA,7.62,Critical Path Technologies Private Limited (“SalarySe) - Tech,N/A,0,1
B5AA,7.62,"AMD,Bengaluru",35000,1,1
B4AA,7.62,"AMD,Bengaluru",35000,1,1
AA,7.616,"AMD,Hyderabad",35000,1,0
A7,7.615,"Flipkart (Software Development),Bengaluru",100000,1,0
A3,7.613,Piramal Pharma Limited,75000,1,0
B1A3,7.61,Zepto,60000,1,1
AA,7.61,Walmart,100000,0,1
A7,7.61,Rusk Media Pvt. Ltd - Fullstack Engineer,85000,,1
B2A1,7.61,"Rusk Media Pvt. Ltd - Business Analyst, Mumbai",80000,0,1
A7,7.61,PRATT & WHITNEY,20000,,1
B1A1,7.61,Nielsen - DD Continuing,50000,1,1
B5A3,7.61,Morgan Stanley Research Data Strats,120000,1,1
B5AA,7.61,"JPMC CIB Research & Analytics, Global Research",150000,1,1
B2A3,7.61,"Guardian Life Insurance Company, Chennai",100000,1,1
B4A7,7.61,"Flipkart (Software Development),Bengaluru",100000,1,1
A4,7.61,CSIR-NAL,N/A,1,0
B4A3,7.61,AMAZON SDE - ES,143000,1,1
A4,7.609,"Altair,Bengaluru",37500,1,0
A4,7.608,"Mach33.aero,Bengaluru",N/A,1,0
A3,7.604,Nielsen - DD Continuing,50000,1,0
A7,7.602,"Siemens R&D, Bengaluru",40000,1,0
B5A3,7.6,"Zeotap India Pvt. Ltd.,Bengaluru",65000,0,1
AA,7.6,"PSEMI Corporation, Chennai",45000,,1
B4A7,7.6,MSCI Services Pvt. Ltd. - NPD,60000,1,1
B2AA,7.6,"Indus Insights and Analytical Services Pvt Ltd,Gurugram",N/A,1,1
A4,7.595,"Delightful Gourmet Private Limited, Licious",N/A,1,0
A8,7.592,"Piramal Group - BIU,Mumbai",75000,1,0
A7,7.59,Telus International - Solution Engineering,70000,,1
A7,7.59,QUALCOMM,45000,,1
A7,7.59,Procter & Gamble (P&G),170000,,1
A7,7.59,"Jivox Corporation,Bengaluru",75000,,1
B2A8,7.59,"Intel,Bengaluru",40000,1,1
A8,7.59,"Guardian Life Insurance Company, Chennai",100000,,1
B5A7,7.59,"Flipkart (Software Development),Bengaluru",100000,1,1
B1A1,7.59,CloudFiles Technologies Inc- IT,N/A,1,1
A7,7.59,Capital One,100000,,1
AA,7.585,Texas Instruments -- Software Development- SDE,60000,1,0
B4A3,7.58,Texas Instruments - Embedded Software,60000,0,1
A7,7.58,"Siemens Industry Software India Pvt. Ltd, Pune",40000,,1
B3A8,7.58,ProteanTecs - Physical Design RTL2GDSII,40000,1,1
A7,7.58,"Netradyne,Bengaluru",35000,,1
B3A7,7.58,"Carbon Reduction Capital, LLC , Mumbai",N/A,1,1
A3,7.575,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A4,7.575,"KPMG,Gurugram",30000,1,0
A3,7.575,"DBOI - Business Finance,Mumbai",50000,1,0
B3A4,7.57,"UBS- QRM, Mumbai",60000,1,1
A8,7.57,"Piramal Group - BIU,Mumbai",75000,1,0
B4A7,7.57,Nielsen Global Media,50000,1,1
B3A7,7.57,NetApp India Pvt. Ltd. - Cloud Volume Engineering,50000,1,1
A4,7.57,"DBOI - Business Finance,Mumbai",50000,0,1
B4A4,7.57,"Altair,Bengaluru",37500,1,1
A4,7.569,Viacom - Content Strategy & Analytics,N/A,1,0
A8,7.569,JPMC CIB R&A – Banking,75000,1,0
A7,7.56,Walmart,100000,,1
AA,7.56,Nykaa - Engineering,N/A,0,1
B4AA,7.56,Nomura- Fintech,N/A,1,1
A7,7.56,JPMC CIB R&A – Banking,75000,,1
B3A4,7.56,"Apple-OPM-Product Operations, team",90000,1,1
A3,7.558,"AMD,Bengaluru",35000,1,0
A4,7.556,JPMC CIB R&A – Banking,75000,1,0
A8,7.553,Nielsen - DD Continuing,50000,1,0
A1,5.814,"Ernst & Young L.L.P.,Bangalore",38000,1,
B2A8,7.55,ValetEZ - Electronics,N/A,0,1
A7,7.55,"UBS - GOTO, Pune",60000,,1
B5AA,7.55,"Renesas, Hyderabad",45000,,1
B5A3,7.55,Petasense Technologies Pvt. Ltd,N/A,1,1
A7,7.55,Meesho,35000,,1
A3,7.55,McCain Foods (India) Pvt. Ltd.,50000,0,1
A4,7.55,INDUS INTERNATIONAL FZC,N/A,0,1
AA,7.55,HSBC - Analyst,65000,,1
A7,7.55,"Ericsson Global India Pvt. Ltd.,Bengaluru",60000,,1
B1A3,7.55,Eltropy ( Work on the U.S. time zone ),50000,1,1
A3,7.543,Texas Instruments - Analog,60000,1,0
B2A4,7.54,"UBS- Liquidity and control (Finance), Pune",60000,0,1
B3A3,7.54,ProteanTecs - Physical Design RTL2GDSII,40000,1,1
B5A8,7.54,ProteanTecs - Physical Design RTL2GDSII,40000,1,1
A4,7.539,"Mach33.aero,Bengaluru",N/A,1,0
A3,7.538,"AMD,Bengaluru",35000,1,0
A8,7.53,Zepto,60000,0,1
A7,7.53,"Zeotap India Pvt. Ltd.,Bengaluru",65000,,1
A8,7.53,"UBS- Risk Data, Pune",60000,0,1
B5A4,7.53,Truva (Porch Technologies Private Limited) - NON IT,N/A,1,1
A7,7.53,"Electronic Arts, India",49476,,1
A8,7.53,"Aptiv ,Bengaluru",50000,0,1
A1,7,Goodera - CSM,35000,1,0
B1A3,7.52,"UBER - Data Analytics,Hyderabad/Bengaluru",N/A,1,1
AA,7.52,Standard Chartered Global Business Services,N/A,0,1
A4,7.52,Morgan Stanley Advantage Services - Legal and Compliance,125000,0,1
B4A4,7.52,Morgan Stanley Advantage Services - Legal and Compliance,125000,,1
B5A1,7.52,Meesho - APM,35000,0,1
A8,7.52,HSBC - Analyst,65000,0,1
B4AA,7.52,Google India Hardware Engineering,125000,1,1
B3A7,7.52,"Blackrock QAE, Mumbai",N/A,0,1
A3,7.52,"Aptiv ,Bengaluru",50000,0,1
AA,7.52,AMAZON SDE - ES,143000,0,1
A4,7.519,EkStep Foundation. Bengaluru,N/A,1,0
AB,7.514,Melimu Edutech Pvt Ltd - Non Tech,N/A,1,0
A1,6.74,Goodera - Product,35000,0,1
A3,7.51,Silverleaf Capital Services Private Limited,N/A,0,1
A7,7.51,SIEMENS EDA India Private Limited,40000,,1
A7,7.51,"Micron Technology, Hyderabad/ Bangalore",50000,,1
B2A3,7.51,Meesho - APM,35000,0,1
AA,7.51,"DBOI - Business Finance,Mumbai",50000,,1
A7,7.505,Nurix Labs Private Limited - Tech,N/A,1,0
A2,7.505,JPMC CIB R&A – Banking,75000,1,0
A1,8.282,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,0
A3,7.505,"AMD,Bengaluru",35000,1,0
B1A8,7.5,Zepto,60000,1,1
A8,7.5,Zepto,60000,0,1
B1A4,7.5,"UBS GCRG, Mumbai/Pune",60000,1,1
N/A,6.67,Purplle,50000,1,1
A4,7.5,Purplle,50000,0,1
N/A,6.47,QCLAIRVOYANCE QUANTUM LABS PVT LTD,50000,0,1
B5A7,7.5,"Blackrock QAE, Gurgaon",N/A,1,1
A7,7.5,"Avalara Technologies,Pune",50000,,1
A8,7.495,Texas Instruments - Analog,60000,1,0
A3,7.495,"DBOI - Business Finance,Mumbai",50000,1,0
A4,7.491,"UBS - Reporting and Analytics, Pune",60000,1,0
B2A3,7.49,"Zeotap India Pvt. Ltd.,Bengaluru",65000,1,1
AA,7.49,"Renesas, Bengaluru",45000,,1
N/A,6.45,QCLAIRVOYANCE QUANTUM LABS PVT LTD,50000,1,1
B2A2,7.49,DBOI MVRM Vals,50000,0,1
A3,7.49,Bisquare Systems Private Limited,N/A,0,1
A4,7.486,"DBOI - GCAF,Mumbai",50000,1,0
A8,7.486,"DBOI - GCAF,Mumbai",50000,1,0
B4A7,7.485,Dreamplug Technologies - DS,N/A,,1
A2,7.481,CSIR - Central Road Research Institute (CRRI),N/A,1,0
B4A4,7.48,"UBER - Data Analytics,Hyderabad/Bengaluru",N/A,1,1
B5AA,7.48,SiFive India Pvt Ltd,N/A,1,1
B4A7,6.283,"HERE Technologies India Pvt. Ltd,Mumbai",50000,1,0
A7,7.48,"Netradyne,Bengaluru",35000,,1
A3,7.48,Myntra Designs Pvt. Ltd,60000,0,1
B1A8,7.48,"Intel,Bengaluru",40000,1,1
B3A8,7.48,"Carbon Reduction Capital, LLC , Mumbai",N/A,1,1
A7,7.48,"Avalara Technologies,Pune",50000,,1
A4,7.477,"DBOI - MRAC,Mumbai",50000,1,0
A4,7.476,JPMC CIB R&A – Banking,75000,1,0
A4,7.476,"Delightful Gourmet Private Limited, Licious",N/A,1,0
A1,6.917,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,0
A8,7.47,Walmart,100000,0,1
B4A8,7.47,"UBS- QRM, Mumbai",60000,1,1
B1A8,7.47,SiFive India Pvt Ltd,N/A,1,1
A3,7.47,Portkey AI - IT,45000,1,0
B5A3,7.47,Myntra Designs Pvt. Ltd,60000,1,1
A7,7.47,Cisco Systems India Pvt LTD,N/A,,1
A3,7.468,"AMD,Bengaluru",35000,1,0
AA,7.463,"Piramal Group - BIU,Mumbai",75000,1,
B4AA,7.46,"UBER - Software Engineer, Hyderabad/Bengaluru",177000,1,1
B2A4,7.46,"Time tooth Technologies Pvt Ltd, Noida/Bengaluru",N/A,1,1
AA,7.46,"PSEMI Corporation, Chennai",45000,,1
B3A8,7.46,Nurix Labs Private Limited - Tech,N/A,1,1
B1A8,7.46,"Intel,Bengaluru",40000,1,1
B2A1,7.46,"DBOI- Global Reporting, Pune",50000,0,1
A8,7.46,DBOI MVRM Ex Vals,50000,0,1
AA,7.46,"Avalara Technologies,Pune",50000,0,1
B5AA,7.46,"Argenbright Innovation Lab,Bengaluru",N/A,1,1
A3,7.457,Unique Solutions,N/A,1,0
B3,7.457,UBS - Investment Banking,60000,1,0
A8,7.456,"Piramal Group - BIU,Mumbai",75000,1,0
A3,7.453,"AMD,Bengaluru",35000,1,0
A3,7.45,"UBS- RAS (Finance), Pune",60000,0,1
B3A3,7.45,"UBS- QRM, Mumbai",60000,1,1
A7,7.45,Nurix Labs Private Limited - Tech,N/A,,1
B4A3,7.45,"Bread Financial , Bengaluru",N/A,1,1
AA,7.449,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,0
A7,7.446,"Disney+ Hotstar,Mumbai, Bengaluru / Gurgaon/ Online",N/A,1,0
A1,6.92,Honeywell,30000,0,1
A2,7.442,JPMC CIB R&A – Banking,75000,1,0
A7,7.44,"RIGI - IT,Bengaluru",51000,,1
B3A7,7.44,Postman,60000,1,1
B4A8,7.44,Myntra Designs Pvt. Ltd,60000,1,1
AA,7.44,MSCI Services Pvt. Ltd. - NPD,60000,1,1
B2A4,7.44,"Flipkart Internet Pvt Ltd - Business Development,Bengaluru",50000,1,1
AA,7.44,"Ericsson Global India Pvt. Ltd.,Bengaluru",60000,0,1
B2A8,7.44,"AMD,Hyderabad",35000,1,1
A2,7.439,JPMC CIB R&A – Banking,75000,1,0
A7,7.436,JPMC CIB R&A- Banking&Fintech,75000,1,0
AA,7.431,"UBER - Data Analytics,Hyderabad/Bengaluru",N/A,1,0
B4AA,7.43,Walmart,100000,0,1
A8,7.43,ProteanTecs - BI Automation,40000,1,0
A4,7.43,PRATT & WHITNEY,20000,0,1
B4A8,7.43,Myntra Designs Pvt. Ltd,60000,1,1
A8,7.43,LifeGuru (Breeo Solutions Pvt Limited) Delhi/Bengaluru,30000,1,0
B1A3,7.43,AMAZON SDE,143000,0,1
B2A3,7.429,Siemens EDA (Formerly Mentor Graphics) - Analog,40000,,1
AA,7.426,"AMD,Hyderabad",35000,1,0
A7,7.423,Volt Money - Software Development,N/A,1,0
B3A3,7.42,"UBS- QRM, Mumbai",60000,1,1
B5A7,7.42,Petasense Technologies Pvt. Ltd,N/A,,1
B3A7,7.42,Myntra Designs Pvt. Ltd,60000,1,1
B3AA,7.42,"JPMC CIB Research & Analytics, Global Research",150000,1,1
A7,7.42,JPMC CIB R&A – Banking,75000,,1
B3A7,7.42,Earnin,N/A,1,1
B4A3,7.42,Critical Path Technologies Private Limited (“SalarySe) - Tech,N/A,1,1
B3A7,7.42,"Cobalt (Breakout Platforms, Inc)",N/A,,1
B2A8,7.41,State Street Global Advisors,N/A,1,1
A7,7.41,"Netradyne,Bengaluru",35000,,1
B2A4,7.41,JPMC - GR&C CCB Risk Strategic Analytics,75000,1,1
A7,7.406,"Samsung R & D Institute -,Bengaluru",N/A,1,0
A5,7.406,"KPMG,Gurugram",30000,1,0
N/A,6.77,"Pixis - Tech, Bengaluru",40000,1,1
A3,7.4,"Piramal Group - Tech,Mumbai",75000,1,0
B3AA,7.4,Petasense Technologies Pvt. Ltd,N/A,1,1
B3A4,7.4,HSBC - Analyst,65000,1,1
A4,7.398,Nielsen - DD Continuing,50000,1,0
A3,7.39,"VINJEY Software Systems Pvt. Ltd., Bengaluru",N/A,0,1
A8,7.39,"Micron Technology, Hyderabad/ Bangalore",50000,0,1
A7,7.39,HSBC - Analyst,65000,,1
B4A7,7.39,HSBC - Analyst,65000,1,1
AA,7.39,DBOI OPS Bengaluru/Jaipur/Mumbai,50000,,1
B4A3,7.39,"Bread Financial , Bengaluru",N/A,1,1
A7,7.39,"Altair,Bengaluru",37500,,1
A7,7.386,Happay - Golang,75000,1,0
AA,7.382,"JPMC CIB Research & Analytics, Markets - Trading and Structuring",175000,1,0
B2A8,7.38,"Zeotap India Pvt. Ltd.,Bengaluru",65000,1,1
A3,7.38,Walmart,100000,0,1
AA,7.38,Walmart,100000,,1
A7,7.38,"QualityKiosk Technologies India Pvt Ltd , Navi mumbai",70000,,1
B2A8,7.38,"Intel,Bengaluru",40000,1,1
B4A7,7.38,Harness.io,80000,1,1
B2A4,7.38,"DBOI - GCAF,Mumbai",50000,1,1
B5A8,7.38,BigBasket,50000,0,1
A3,7.377,"AMD,Bengaluru",35000,1,0
A4,7.374,CloudFiles Technologies Inc- NON IT,N/A,1,0
A4,7.371,Viacom -Interactivity,N/A,1,0
A1,6.85,"ITC Limited, PSPD - Financial Data Analysis, Hyderabad",30000,0,1
A7,7.37,Tectonic Technologies Inc - Software Engineering,60000,,1
B3A7,7.37,Nielsen Global Media,50000,1,1
B5A7,7.37,Myntra Designs Pvt. Ltd,60000,,1
B4A4,7.37,Eureka Forbes Ltd - Bengaluru,40000,1,1
B2A3,7.37,"Delightful Gourmet Private Limited, Licious",N/A,1,1
B3A7,7.37,AMAZON SDE,143000,1,1
A5,7.367,"DBOI - GCAF,Mumbai",50000,1,0
AA,7.364,DBOI MVRM Vals,50000,1,0
B3A8,7.36,"Intel,Bengaluru",40000,1,1
B5A8,7.36,Dell Technologies,N/A,1,1
A1,6.75,"ITC Limited, PSPD - Financial Data Analysis, Hyderabad",30000,0,1
A5,7.358,House of Vaaree Pvt Ltd - Non Tech,N/A,1,0
B4AA,7.35,Zomato,0,0,1
B5A8,7.35,DBOI OPS Bengaluru/Jaipur/Mumbai,50000,1,1
B1A4,7.35,"DBOI - GCAF,Mumbai",50000,1,1
B4AA,7.348,"DBOI - MRAC,Mumbai",50000,1,0
AA,7.347,"AMD,Bengaluru",35000,1,0
A7,7.34,Walmart,100000,,1
AA,7.34,Walmart,100000,,1
B3AA,7.34,"UBS- QRM, Mumbai",60000,1,1
B4A4,7.34,"UBER - Data Analytics,Hyderabad/Bengaluru",N/A,1,1
AB,7.34,Truva (Porch Technologies Private Limited) - NON IT,N/A,0,1
A7,7.34,SIEMENS EDA India Private Limited,40000,,1
A8,7.34,Piramal Pharma Limited - BIU,75000,1,0
B5A7,7.34,Nykaa - Engineering,N/A,1,1
B3AA,7.34,JPMC - GR&C Wholesale Credit Risk - Product Owner Team,150000,1,1
A7,7.34,Goldman Sachs - Bengaluru,191666,,1
B2A1,7.34,DBOI OPS Bengaluru/Jaipur/Mumbai,50000,1,1
A7,7.34,"Apple-Software Development Engineering , IS&T",90000,,1
AA,7.34,AMAZON SDE,143000,0,1
A4,7.337,"MBB Labs Private Limited (Maybank),Bengaluru",35000,1,0
A4,7.333,"Zetwerk Manufacturing Businesses, Bengaluru",N/A,1,0
A1,6.3,"ITC Limited, PSPD - Tribeni (Kolkata)",30000,0,1
A8,7.33,Wayfair Global Technology Pvt. Ltd-SCRT,100000,0,1
B5A1,7.33,"Shell India Markets Pvt. Ltd.,Bengaluru",N/A,0,1
A3,7.33,"Rusk Media Pvt. Ltd - Business Analyst, Mumbai",80000,1,0
B3A3,7.33,PIEDS BITS Pilani,0,1,1
B2AA,7.33,Nykaa - Product,N/A,0,1
B5A7,7.33,Nurix Labs Private Limited - Tech,N/A,1,1
A8,7.33,Myntra Designs Pvt. Ltd,60000,0,1
AA,7.33,Myntra Designs Pvt. Ltd,60000,,1
B5A7,7.33,"Intel,Bengaluru",40000,1,1
B4A3,7.33,"Intel,Bengaluru",40000,1,1
A3,7.33,Bajaj Electricals,N/A,0,1
AA,7.327,Siemens EDA (Formerly Mentor Graphics) - Webdeveloper,40000,1,0
A3,7.327,"Piramal Group - Tech,Mumbai",75000,1,0
AA,7.32,Zepto,60000,0,1
B4A4,7.32,"UBS- QRM, Mumbai",60000,1,1
B4A7,7.32,Procter & Gamble (P&G),170000,1,1
A7,7.32,McCain Foods (India) Pvt. Ltd.,50000,,1
A4,7.32,HSBC - Analyst,65000,0,1
B3A7,7.32,"Flipkart (Software Development),Bengaluru",100000,1,1
A8,7.32,"Enkrypt AI, Bengaluru",N/A,0,1
B4A7,7.32,"Electronic Arts, India",49476,,1
A4,7.32,DBOI OPS Bengaluru/Jaipur/Mumbai,50000,0,1
B4A7,7.32,DBOI OPS Bengaluru/Jaipur/Mumbai,50000,,1
B1A4,7.32,Bugbase Security Private Limited,N/A,1,1
A8,7.311,"UBS- Product Control (Finance), Hyderabad",60000,1,0
A2,7.311,"ERP BITS, Hyderabad",N/A,1,0
AA,7.31,Wissen Infotech,30000,0,1
A7,7.31,Walmart,100000,,1
B1A4,7.31,Nielsen - DD Continuing,50000,1,1
A8,7.31,"Ericsson Global India Pvt. Ltd.,Bengaluru",60000,0,1
AA,7.308,Texas Instruments -- Product Marketing,60000,1,0
A3,7.307,"AMD,Hyderabad",35000,1,0
A4,7.303,"Mercedes Benz,Bengaluru",N/A,1,0
AA,7.3,Walmart,100000,,1
A7,7.3,Tectonic Technologies Inc - Software Engineering,60000,1,0
B4A3,7.3,PwC US Advisory,80000,1,1
B5A3,7.3,Myntra Designs Pvt. Ltd,60000,1,1
